tensor_slicing_512x64x64x8_1x1x1x8,0,dtu,16393253,19100280,395264,141994,398921,131812,1400124,2097200,,771751936
tensor_slicing_512x64x64x8_1x1x1x16,cpu,18565838,24399141,15348729,1316958,142443,1321039,133473,2456507,0,,369098752
tensor_slicing_512x64x64x8_1x1x1x16,inplace,0,19964380,8884524,1185313,81184,1190544,68328,1834778,0,,369098752
tensor_slicing_512x64x64x8_1x1x1x16,0,dtu,7613993,9649512,197554,76407,198453,66051,743259,1048640,,369098752
tensor_slicing_512x64x64x8_1x1x1x32,cpu,10757431,13640305,7988321,658294,76106,666026,67371,1267145,0,,167772160
tensor_slicing_512x64x64x8_1x1x1x32,inplace,0,11782355,4676636,592198,43017,596029,34298,936318,0,,167772160
tensor_slicing_512x64x64x8_1x1x1x32,0,dtu,3940541,4924128,97918,42603,99247,33197,405971,524336,,167772160
tensor_slicing_512x64x64x8_1x1x1x64,cpu,5456954,6877613,4313811,328648,44289,331923,33781,682965,0,,67108864
tensor_slicing_512x64x64x8_1x1x1x64,inplace,0,6055302,2565900,294679,21072,299047,17199,463242,0,,67108864
tensor_slicing_512x64x64x8_1x1x1x64,0,dtu,1947111,2558040,48091,22136,49440,16624,208783,262192,,67108864
tensor_slicing_512x64x64x8_1x1x2x4,cpu,12865967,25134408,29717497,1123015,273109,1075983,263932,3307888,0,,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,16719708,17036964,864937,143387,811772,132894,2012017,0,,788529152
tensor_slicing_512x64x64x8_1x1x2x4,0,dtu,15478077,19001976,395344,142234,396921,131828,1402132,2097216,,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,10647664,16848828,15023849,833007,142396,803547,139938,1972186,0,,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,11972655,8641564,708714,77760,662771,67354,1330792,0,,385875968
tensor_slicing_512x64x64x8_1x1x2x8,0,dtu,7615143,9551208,197628,76497,199137,66071,744055,1048656,,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,9557287,12438464,7685000,699514,76261,666229,67413,1309605,0,,184549376
tensor_slicing_512x64x64x8_1x1x2x16,inplace,0,10389853,4448782,633722,43485,596335,34357,981593,0,,184549376
tensor_slicing_512x64x64x8_1x1x2x16,0,dtu,3950114,4825824,97775,42529,103622,33690,405209,524368,,184549376
tensor_slicing_512x64x64x8_1x1x2x32,cpu,5441304,6808912,4000217,328301,44001,331829,33600,680311,0,,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,5963413,2343316,294730,20797,299254,17326,461106,0,,83886080
tensor_slicing_512x64x64x8_1x1x2x32,0,dtu,1966476,2468053,48510,22107,49715,16728,208971,262192,,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,2812796,3514161,2158417,161813,23766,166884,16949,351927,0,,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,3040791,1287948,146282,10097,150538,8801,227057,0,,33554432
tensor_slicing_512x64x64x8_1x1x2x64,0,dtu,894790,1280088,21106,11653,24792,8534,106142,131136,,33554432
tensor_slicing_512x64x64x8_1x1x2x4,cpu,12839395,25519942,29717497,1132045,272793,1095696,263902,3314381,0,,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,16880917,17036964,862261,142588,814146,132691,2002949,0,,788529152
tensor_slicing_512x64x64x8_1x1x2x4,0,dtu,16113664,19001976,395675,141371,415691,131739,1395551,2097216,,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,10645229,16258467,15023849,832992,142219,795785,132614,1970756,0,,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,12063137,8641564,707020,77863,663720,67094,1329918,0,,385875968
tensor_slicing_512x64x64x8_1x1x2x8,0,dtu,7841151,9551208,197594,76350,198850,66084,742848,1048624,,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,9533855,12487392,7677025,698896,76025,668978,69586,1307106,0,,184549376
tensor_slicing_512x64x64x8_1x1x2x16,inplace,0,10372841,4448785,635752,43634,596656,34255,984817,0,,184549376
tensor_slicing_512x64x64x8_1x1x2x16,0,dtu,3948608,4825824,97792,42267,103821,33758,403151,524320,,184549376
tensor_slicing_512x64x64x8_1x1x2x32,cpu,5430921,6912499,4000217,329465,43519,334137,33921,677628,0,,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,5971590,2343316,294978,21178,299298,17325,464400,0,,83886080
tensor_slicing_512x64x64x8_1x1x2x32,0,dtu,1884613,2459736,46464,23434,49403,16703,217540,262208,,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,2819838,3521752,2158417,161905,23767,166933,16950,352035,0,,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,3037816,1287948,146284,10162,150607,8842,227579,0,,33554432
tensor_slicing_512x64x64x8_1x1x2x64,0,dtu,911573,1280088,21118,11785,24742,8517,107212,131120,,33554432
tensor_slicing_512x64x64x8_1x1x2x4,cpu,12837550,25751428,29717497,1131646,273049,1091204,263887,3316059,0,,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,17721617,17036964,870823,142649,815882,132824,2011998,0,,788529152
tensor_slicing_512x64x64x8_1x1x2x4,0,dtu,15735952,19013164,396339,141638,415682,131862,1398345,2097216,,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,10619906,16395861,15023849,833118,141934,805029,132571,1968594,0,,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,11995697,8643197,708008,77836,663734,67104,1330682,0,,385875968
tensor_slicing_512x64x64x8_1x1x2x8,0,dtu,8191581,9551208,197578,76194,213319,71182,741583,1048624,,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,9522359,12393853,7677025,698989,76303,666072,67420,1309405,0,,184549376
tensor_slicing_512x64x64x8_1x1x2x16,inplace,0,10379439,4447260,634670,43600,596604,34197,983470,0,,184549376
tensor_slicing_512x64x64x8_1x1x2x16,0,dtu,3955412,4825824,98051,42426,103810,33713,404687,524368,,184549376
tensor_slicing_512x64x64x8_1x1x2x32,cpu,5406754,6774858,3993425,327865,43238,331552,33384,673773,0,,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,5926532,2343316,294969,20963,299765,17332,462665,0,,83886080
tensor_slicing_512x64x64x8_1x1x2x32,0,dtu,1961560,2466528,48374,22233,49682,16717,209839,262192,,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,2808774,3561262,2158417,161763,23701,166890,16943,351389,0,,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,3033926,1287948,146351,10138,150644,8845,227448,0,,33554432
tensor_slicing_512x64x64x8_1x1x2x64,0,dtu,928334,1280088,21318,11793,24707,8519,107466,131136,,33554432
tensor_slicing_512x64x64x8_1x1x2x4,cpu,12854971,24374046,29717497,1123543,272490,1076683,263878,3303474,0,,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,28499360,26000058,890816,150007,1073809,273529,2090856,0,,788529152
tensor_slicing_512x64x64x8_1x1x2x4,0,dtu,16624910,19008768,395845,141621,419599,133993,1397730,2097216,,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,10477125,16104541,15023849,833484,142082,795598,132566,1970144,0,,385875968
