benchmark,type,transform_cost,cycle,instret,LLCAccessCount,LLCMissCount,hash
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,28203356,26006900,1343880,888062,788529152
tensor_slicing_512x64x64x8_1x1x2x4,dtu,0,26971999,27961036,884264,418964,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,10631020,16775952,15030630,946397,833197,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,12259181,8641553,729316,705624,385875968
tensor_slicing_512x64x64x8_1x1x2x8,dtu,0,7956847,9551197,264514,197519,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,9556317,12592498,7695865,728752,702336,184549376
tensor_slicing_512x64x64x8_1x1x2x16,inplace,0,10403840,4448855,630215,633814,184549376
tensor_slicing_512x64x64x8_1x1x2x16,dtu,0,4228799,4825813,140360,97854,184549376
tensor_slicing_512x64x64x8_1x1x2x32,cpu,5405265,6821651,4000206,367685,328230,83886080
tensor_slicing_512x64x64x8_1x1x2x32,inplace,0,5915774,2336513,316477,294570,83886080
tensor_slicing_512x64x64x8_1x1x2x32,dtu,0,2006884,2459725,66222,46450,83886080
tensor_slicing_512x64x64x8_1x1x2x64,cpu,2814380,3625010,2158406,185883,162306,33554432
tensor_slicing_512x64x64x8_1x1x2x64,inplace,0,3068784,1287937,159516,146184,33554432
tensor_slicing_512x64x64x8_1x1x2x64,dtu,0,983008,1280077,35346,20978,33554432
tensor_slicing_512x64x64x8_1x1x2x4,cpu,12870065,24101748,29717567,1341068,1123912,788529152
tensor_slicing_512x64x64x8_1x1x2x4,inplace,0,28046845,26018428,1328367,888016,788529152
tensor_slicing_512x64x64x8_1x1x2x4,dtu,0,26786160,27972655,905756,418358,788529152
tensor_slicing_512x64x64x8_1x1x2x8,cpu,10548525,16693679,15025471,946824,834804,385875968
tensor_slicing_512x64x64x8_1x1x2x8,inplace,0,12096986,8641553,729393,705295,385875968
tensor_slicing_512x64x64x8_1x1x2x8,dtu,0,7739718,9551197,264671,197488,385875968
tensor_slicing_512x64x64x8_1x1x2x16,cpu,9589382,12746945,7678619,733323,701131,184549376
