benchmark,type,transform_cost,cycle,instret,LLCRefill,LLCWB,L1Refill,L1WB,RegularDRAMAccess,DTUDramAccess,hash
dbcolproj_83690_3_64,cpu,0,4567832,3103355,287471,31217,184782,16146,537199,0,514196633
dbcolproj_83690_3_64,col,0,1850955,3354425,32843,5683,32165,15596,78305,0,514196633
dbcolproj_83690_3_64,dtu,0,1558478,627721,31462,13982,31552,15732,127632,251136,514196633
dbcolproj_83690_4_64,cpu,0,5908818,3940255,337907,36178,274774,21621,627319,0,685765807
dbcolproj_83690_4_64,col,0,2928270,4275015,42721,8982,42852,20861,114578,0,685765807
dbcolproj_83690_4_64,dtu,0,2109616,843738,42159,19051,42300,21082,173642,334816,685765807
dbcolproj_83690_5_64,cpu,0,6202748,4783947,350470,41071,280398,27019,679021,0,857656862
dbcolproj_83690_5_64,col,0,4013920,5195605,53055,12484,53782,26146,152920,0,857656862
dbcolproj_83690_5_64,dtu,0,2632968,1052963,52704,24209,52825,26340,220219,418512,857656862
dbcolproj_83690_6_64,cpu,0,7313701,5620847,377527,45784,369652,32425,743798,16,1028292886
dbcolproj_83690_6_64,col,0,8087709,8256835,66625,16969,96847,50288,202384,0,1028292886
dbcolproj_83690_6_64,dtu,0,3159474,1262188,62955,29054,63180,31517,264000,502176,1028292886
dbcolproj_83690_7_64,cpu,0,7655595,6457747,382736,50684,375068,37649,788205,0,1199800837
dbcolproj_83690_7_64,col,0,10064618,9535036,77402,21792,112610,58377,251747,0,1199800837
dbcolproj_83690_7_64,dtu,0,6466299,3962586,75793,34394,106877,53776,314335,585888,1199800837
dbcolproj_83690_8_64,cpu,0,11978246,10159999,395668,57418,475091,98326,855012,0,1371400385
dbcolproj_83690_8_64,col,0,12295108,10819286,87753,26697,128976,66690,301338,0,1371400385
dbcolproj_83690_8_64,dtu,0,7483387,4529778,87103,39381,125914,63609,360309,669616,1371400385
dbcolproj_83690_1_64,cpu,0,2174764,1429555,89791,8097,90885,5420,154567,0,171348942
dbcolproj_83690_1_64,col,0,634870,1506453,10785,3809,10565,5009,41252,0,171348942
dbcolproj_83690_1_64,dtu,0,534564,209271,10498,5096,10534,5306,46040,83744,171348942
dbcolproj_83690_2_64,cpu,0,4409879,2266455,271894,26682,179564,10945,485337,0,343055996
dbcolproj_83690_2_64,col,0,1085211,2427043,21637,2633,21220,10255,42699,0,343055996
dbcolproj_83690_2_64,dtu,0,1036360,418496,20981,8875,21055,10532,81520,167456,343055996
dbcolproj_83690_3_64,cpu,0,4581748,3103355,287449,31183,185436,16187,536907,0,514196633
dbcolproj_83690_3_64,col,0,1828921,3347633,32445,5504,31964,15503,76476,0,514196633
dbcolproj_83690_3_64,dtu,0,1568960,635963,31498,13904,31827,15829,127029,251104,514196633
dbcolproj_83690_4_64,cpu,0,5921649,3947047,338093,36364,274989,21716,629006,0,685765807
dbcolproj_83690_4_64,col,0,2909093,4268223,42301,8841,42609,20765,113037,0,685765807
dbcolproj_83690_4_64,dtu,0,2078680,836946,41952,18924,42078,20961,172411,334816,685765807
dbcolproj_83690_5_64,cpu,0,6192723,4777155,350452,41014,280130,26881,678547,0,857656862
dbcolproj_83690_5_64,col,0,3990575,5195605,53216,12210,53866,26188,150888,0,857656862
dbcolproj_83690_5_64,dtu,0,2601398,1046171,52437,24308,52601,26212,220722,418512,857656862
dbcolproj_83690_6_64,cpu,0,7303410,5614055,377231,45827,369491,32330,743838,0,1028292886
dbcolproj_83690_6_64,col,0,5221983,6116195,63529,16119,64304,31343,192488,0,1028292886
dbcolproj_83690_6_64,dtu,0,3127022,1262188,63028,28823,63359,31563,262226,502176,1028292886
dbcolproj_83690_7_64,cpu,0,7686811,6457747,382995,50530,375010,37658,787219,0,1199800837
dbcolproj_83690_7_64,col,0,10058572,9535301,77256,21748,113800,59448,251240,0,1199800837
dbcolproj_83690_7_64,dtu,0,6458273,3962590,75717,34498,104093,51113,315077,585860,1199800837
dbcolproj_83690_8_64,cpu,0,11981260,10141458,395069,57653,474838,97520,856285,0,1371400385
dbcolproj_83690_8_64,col,0,12322428,10815757,87853,26759,130582,68027,301925,0,1371400385
dbcolproj_83690_8_64,dtu,0,7395128,4541575,86699,39325,120000,59173,359454,669664,1371400385
dbcolproj_83690_1_64,cpu,0,2117774,1422763,89581,7959,89985,5336,153245,0,171348942
dbcolproj_83690_1_64,col,0,666966,1513245,11086,3877,10781,5128,42102,0,171348942
dbcolproj_83690_1_64,dtu,0,526203,209271,10501,5138,10530,5253,46363,83760,171348942
dbcolproj_83690_2_64,cpu,0,4408622,2266455,273777,26698,180179,10919,487361,0,343055996
dbcolproj_83690_2_64,col,0,1109348,2433835,22041,2755,21477,10378,44078,0,343055996
dbcolproj_83690_2_64,dtu,0,1031816,418496,20962,8615,21039,10461,79411,167427,343055996
dbcolproj_83690_3_64,cpu,0,4592651,3103355,286601,31399,185438,16154,537794,0,514196633
dbcolproj_83690_3_64,col,0,1844568,3354425,32851,5526,32163,15612,77055,0,514196633
dbcolproj_83690_3_64,dtu,0,1575671,634513,31637,14133,31810,15844,128999,251104,514224886
dbcolproj_83690_4_64,cpu,0,5902254,3940255,337884,36113,274776,21589,626796,0,685765807
dbcolproj_83690_4_64,col,0,2872942,4275015,42800,8845,42834,20864,113558,0,685765807
dbcolproj_83690_4_64,dtu,0,2101769,843738,41964,18938,42283,21081,172543,334816,685765807
dbcolproj_83690_5_64,cpu,0,6219350,4785479,350665,41136,281114,27011,679736,0,857656862
dbcolproj_83690_5_64,col,0,4007963,5195605,53133,12429,53769,26158,152553,0,857656862
dbcolproj_83690_5_64,dtu,0,2637142,1052963,52545,24166,52845,26321,219716,418512,857656862
dbcolproj_83690_6_64,cpu,0,7318654,5620847,377442,45791,369723,32456,743769,0,1028292886
dbcolproj_83690_6_64,col,0,5237131,6124973,63939,16299,64552,31509,194329,0,1028292886
dbcolproj_83690_6_64,dtu,0,3161075,1262188,63156,28766,63330,31530,261881,502192,1028292886
dbcolproj_83690_7_64,cpu,0,7707910,6457747,383109,50795,375045,37714,789453,0,1199800837
dbcolproj_83690_7_64,col,0,10063810,9539274,76862,21802,114455,58986,251286,0,1199800837
dbcolproj_83690_7_64,dtu,0,6512337,3970938,75835,34304,114021,59181,313640,585888,1199800837
dbcolproj_83690_8_64,cpu,0,12019148,10139160,394551,57269,476326,98964,852704,0,1371400385
dbcolproj_83690_8_64,col,0,12295589,10839201,87686,26643,129686,66672,300830,0,1371400385
dbcolproj_83690_8_64,dtu,0,7451058,4530555,86603,39248,131337,68506,358740,669552,1371400385
dbcolproj_83690_1_64,cpu,0,2123212,1422763,89589,8093,89962,5337,154332,0,171348942
dbcolproj_83690_1_64,col,0,626819,1506453,10792,3785,10538,4987,41064,0,171348942
dbcolproj_83690_1_64,dtu,0,536117,209271,10504,5227,10532,5285,47094,83728,171348942
dbcolproj_83690_2_64,cpu,0,4396588,2266455,271887,26380,179536,10924,482928,0,343055996
dbcolproj_83690_2_64,col,0,1077957,2427043,21659,2707,21220,10248,43315,0,343055996
dbcolproj_83690_2_64,dtu,0,1036369,418496,20977,8805,21057,10510,80944,167440,343055996
dbcolproj_83690_3_64,cpu,0,4578928,3103355,287200,31277,185450,16163,537416,0,514196633
dbcolproj_83690_3_64,col,0,1850001,3354425,32850,5645,32180,15609,78019,0,514196633
dbcolproj_83690_3_64,dtu,0,1556800,627721,31456,13924,31559,15714,127146,251120,514196633
dbcolproj_83690_4_64,cpu,0,5891935,3940255,338073,36164,274758,21606,627385,0,685765807
dbcolproj_83690_4_64,col,0,2886829,4275015,42731,8858,42877,20887,113596,0,685765807
dbcolproj_83690_4_64,dtu,0,2082519,843738,42148,18927,42291,21038,172623,334793,685765807
