benchmark,type,transform_cost,cycle,instret,LLCAccessCount,LLCMissCount,hash
tensor_unfold_3_32x64x64x128,dtu,0,508179647,224168904,10673025,3374222,2113929216
tensor_unfold_4_32x64x64x128,cpu,2107729052,2624534654,384812251,47545682,21685102,2113929216
tensor_unfold_4_32x64x64x128,dtu,0,605417640,224297161,10567319,3380989,2113929216
tensor_unfold_1_8x64x64x128,cpu,157894320,283829639,103300698,5216748,2989080,-545259520
tensor_unfold_1_8x64x64x128,dtu,0,119556911,55857340,2529863,826882,-545259520
tensor_unfold_2_8x64x64x128,cpu,117549477,243575804,95631740,6559411,3462014,-545259520
tensor_unfold_2_8x64x64x128,dtu,0,119724590,55856219,2543746,826894,-545259520
tensor_unfold_3_8x64x64x128,cpu,349633964,475641198,96019063,8473489,5363021,-545259520
tensor_unfold_3_8x64x64x128,dtu,0,119721796,55847625,2536807,826762,-545259520
tensor_unfold_4_8x64x64x128,cpu,531097865,657077006,95921428,11944266,5379061,-545259520
tensor_unfold_4_8x64x64x128,dtu,0,147647967,55903013,2478224,828866,-545259520
tensor_unfold_1_32x64x64x128,cpu,359929854,875632543,350323851,18318315,8420495,2113929216
tensor_unfold_1_32x64x64x128,dtu,0,507505374,224154977,10652421,3372938,2113929216
tensor_unfold_2_32x64x64x128,cpu,469443850,986275267,383758014,26001459,14272785,2113929216
tensor_unfold_2_32x64x64x128,dtu,0,508813935,224171669,10718919,3375480,2113929216
tensor_unfold_3_32x64x64x128,cpu,1416876938,1932569658,385365286,33528109,21652199,2113929216
tensor_unfold_3_32x64x64x128,dtu,0,508306224,224159655,10681652,3374241,2113929216
tensor_unfold_4_32x64x64x128,cpu,2107022388,2623095184,384850275,47504597,21686963,2113929216
tensor_unfold_4_32x64x64x128,dtu,0,605318099,224323422,10550471,3382028,2113929216
tensor_unfold_1_8x64x64x128,cpu,158074448,283987916,103300300,5229051,2988904,-545259520
tensor_unfold_1_8x64x64x128,dtu,0,119673374,55858101,2537873,826796,-545259520
tensor_unfold_2_8x64x64x128,cpu,117297779,243325810,95624508,6549266,3461577,-545259520
tensor_unfold_2_8x64x64x128,dtu,0,119612919,55855283,2536723,827028,-545259520
tensor_unfold_3_8x64x64x128,cpu,349685365,475905901,96018445,8484965,5363123,-545259520
tensor_unfold_3_8x64x64x128,dtu,0,119720430,55847082,2539163,826611,-545259520
tensor_unfold_4_8x64x64x128,cpu,531198161,657337253,95941842,11951262,5380331,-545259520
tensor_unfold_4_8x64x64x128,dtu,0,147629902,55904548,2478758,829040,-545259520
